calibration_id,platform_code,engine_family,displacement_l,cylinders,boost_pressure_kpa,peak_power_kw,peak_torque_nm,final_drive_ratio,fuel_map_revision,wltp_co2_g_per_km,thermal_limit_deg_c,ecu_checksum,production_release_date,propulsion_type,emissions_certification_basis,obd_standard
CAL-00001,PX55,V35H,3.5,6,128.2,248.8,754.1,3.406,FM-8.2,142,113.1,A0E9D6,2026-01-01,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00509,PX59,B18T,1.8,4,106.7,126.7,256.0,3.395,FM-6.5,140,105.3,0A9F37,2024-09-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00510,PX74,V30T,3.0,6,224.0,229.6,601.4,3.662,FM-5.2,253,110.4,400F3E,2025-09-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00511,PX86,V35H,3.5,6,148.5,333.5,675.3,3.790,FM-3.0,163,118.0,E34E07,2025-04-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00512,PX50,B20T,2.0,4,167.4,197.4,409.7,3.966,FM-10.3,196,115.0,E1C707,2024-02-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00513,PX89,V50D,5.0,8,152.4,419.7,832.1,4.013,FM-6.2,210,112.6,7725B7,2024-02-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00514,PX92,V30T,3.0,6,141.1,356.0,549.4,2.999,FM-10.7,251,111.6,14D975,2026-01-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00515,PX27,V30T,3.0,6,206.1,330.0,557.3,3.699,FM-7.6,199,121.7,EA1315,2026-01-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00516,PX74,V35H,3.5,6,154.0,285.8,560.0,3.553,FM-10.0,146,110.9,784A56,2026-04-23,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00517,PX41,V35H,3.5,6,109.6,351.5,655.7,3.740,FM-7.8,113,111.9,07914C,2025-12-10,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00518,PX55,B20T,2.0,4,160.7,222.0,385.7,3.672,FM-12.3,159,114.6,A33A2E,2026-06-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00519,PX48,V50D,5.0,8,193.9,392.4,721.0,4.057,FM-12.0,274,122.3,2B8680,2025-10-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00520,PX89,V50D,5.0,8,199.7,318.1,714.6,4.084,FM-13.6,236,123.5,261591,2025-07-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00521,PX50,V30T,3.0,6,196.6,281.7,587.4,3.145,FM-7.2,208,120.0,E4C6F1,2024-01-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00522,PX75,V30T,3.0,6,121.1,230.4,619.8,3.150,FM-3.1,203,111.8,78A2B3,2024-12-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00523,PX24,B18T,1.8,4,127.9,164.0,250.8,3.538,FM-6.3,158,108.0,7A89AE,2024-01-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00524,PX74,V50D,5.0,8,240.8,336.3,842.6,4.089,FM-12.0,231,125.0,CCC9C1,2026-05-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00525,PX64,B20T,2.0,4,158.4,155.6,384.8,3.699,FM-7.4,177,115.9,96EE1D,2024-04-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00526,PX31,V50D,5.0,8,130.6,415.4,766.5,3.313,FM-10.6,256,115.9,090C3B,2026-04-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00527,PX65,V50D,5.0,8,154.9,295.3,653.2,3.476,FM-7.3,257,117.4,A57A22,2025-07-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00528,PX97,V30T,3.0,6,182.7,333.5,543.7,3.189,FM-11.0,228,116.0,130901,2026-02-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00529,PX97,V30T,3.0,6,195.9,331.8,636.4,3.771,FM-12.1,250,118.4,C0635B,2024-08-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00530,PX61,B20T,2.0,4,145.4,221.3,357.8,3.717,FM-8.1,164,113.5,70D216,2025-01-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00531,PX39,V50D,5.0,8,229.0,321.0,838.2,3.784,FM-9.0,225,120.6,E438A7,2025-12-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00532,PX62,B18T,1.8,4,168.8,111.8,277.5,3.384,FM-7.0,179,107.7,5445D7,2024-11-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00533,PX74,B18T,1.8,4,98.6,155.0,323.4,3.744,FM-10.6,169,111.6,52870D,2026-04-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00534,PX48,B20T,2.0,4,106.2,219.8,294.7,3.534,FM-11.8,144,111.2,CB3ACB,2025-10-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00535,PX40,V50D,5.0,8,183.0,337.2,818.9,3.623,FM-6.1,218,116.3,2A13BC,2025-07-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00536,PX25,V35H,3.5,6,133.3,306.0,739.2,3.070,FM-8.1,85,109.1,F4B75A,2024-12-15,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00537,PX69,B18T,1.8,4,184.6,168.2,287.7,3.778,FM-12.2,117,113.2,2BCA0A,2024-04-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00538,PX37,V35H,3.5,6,98.3,226.8,747.0,3.114,FM-13.0,66,115.1,1D4CB6,2024-03-09,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00539,PX27,V50D,5.0,8,151.3,313.7,689.5,3.439,FM-8.0,228,121.6,0F2692,2025-12-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00540,PX62,B20T,2.0,4,132.8,141.6,405.3,3.562,FM-3.1,146,115.8,8E01BB,2024-05-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00541,PX49,B18T,1.8,4,130.5,108.5,275.2,3.641,FM-9.5,152,105.3,85DC68,2024-07-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00542,PX56,B18T,1.8,4,99.8,144.0,266.5,3.774,FM-10.2,165,106.7,D99060,2025-04-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00543,PX25,B20T,2.0,4,112.2,185.4,426.2,3.916,FM-6.3,146,115.1,1EEBDA,2024-02-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00544,PX47,V30T,3.0,6,168.5,296.3,504.1,3.179,FM-11.8,183,111.8,A06245,2026-03-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00545,PX40,V35H,3.5,6,84.8,246.0,747.1,3.874,FM-6.2,109,115.6,C154F1,2025-11-22,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00546,PX70,V35H,3.5,6,154.0,277.3,733.2,3.096,FM-3.7,154,111.0,06754A,2026-04-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00547,PX41,V35H,3.5,6,148.5,335.7,560.2,3.300,FM-5.7,116,113.1,9395D0,2024-01-09,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00548,PX57,B20T,2.0,4,153.5,185.6,361.9,4.049,FM-12.1,198,107.3,5C1F7D,2025-07-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00549,PX59,B18T,1.8,4,142.1,173.6,304.9,4.045,FM-11.6,167,112.9,D4F67F,2025-02-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00550,PX28,B18T,1.8,4,123.1,165.9,251.4,3.560,FM-8.6,136,111.1,0F80C7,2026-05-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00551,PX25,V30T,3.0,6,207.4,220.1,466.5,3.631,FM-8.6,219,113.6,3F18F2,2026-06-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00552,PX75,V35H,3.5,6,144.0,242.0,557.6,3.875,FM-10.5,156,119.0,3F2465,2026-03-14,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00553,PX81,V30T,3.0,6,191.5,286.4,565.1,3.191,FM-4.1,179,120.7,9A6EC5,2026-05-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00554,PX30,V50D,5.0,8,186.6,337.8,907.9,4.140,FM-8.6,258,124.8,0AAE0A,2025-02-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00555,PX76,V35H,3.5,6,165.4,279.3,524.3,3.296,FM-8.2,104,108.1,2FAA71,2024-03-13,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00556,PX90,B20T,2.0,4,112.3,142.6,399.2,3.325,FM-3.6,204,106.8,729593,2025-04-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00557,PX96,B18T,1.8,4,112.6,146.8,300.0,3.866,FM-6.7,172,111.2,B7AF63,2025-06-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00558,PX27,B18T,1.8,4,141.2,115.1,255.9,3.338,FM-3.3,163,109.5,3E5196,2025-11-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00559,PX93,V30T,3.0,6,196.1,327.8,624.7,3.504,FM-5.5,243,111.5,2DA0E5,2024-11-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00560,PX54,B20T,2.0,4,149.2,218.9,394.6,3.665,FM-11.8,135,109.1,8DECBD,2025-08-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00561,PX65,B18T,1.8,4,143.2,107.8,264.5,3.641,FM-4.8,156,109.9,5C26F7,2024-11-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00562,PX57,B20T,2.0,4,198.5,229.4,297.5,3.690,FM-8.5,203,110.5,0E6EE1,2024-12-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00563,PX80,B18T,1.8,4,101.2,113.6,325.4,3.939,FM-6.4,120,107.5,BC75AA,2025-01-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00564,PX59,B18T,1.8,4,170.7,157.9,312.8,4.126,FM-5.4,118,109.7,DD6E16,2024-01-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00565,PX92,V35H,3.5,6,116.6,249.9,610.1,3.034,FM-8.0,46,117.0,925647,2025-04-04,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00566,PX88,V50D,5.0,8,149.1,367.3,712.0,3.512,FM-11.4,220,125.1,E5CBFE,2024-04-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00567,PX56,V50D,5.0,8,177.1,366.4,757.6,3.661,FM-6.3,232,119.5,D1D69B,2024-07-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00568,PX64,V30T,3.0,6,188.1,320.3,440.5,3.666,FM-7.2,190,119.8,7C36E0,2025-11-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00569,PX89,B18T,1.8,4,120.1,161.8,248.3,3.903,FM-8.3,146,112.5,91B9F4,2026-04-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00570,PX64,B18T,1.8,4,128.5,131.2,304.0,3.213,FM-3.5,175,113.7,A0BA7E,2024-05-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00571,PX44,V50D,5.0,8,255.6,371.3,822.8,4.050,FM-9.0,258,112.3,0513BC,2025-01-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00572,PX40,B18T,1.8,4,172.9,168.2,250.4,3.581,FM-3.6,119,112.8,FE28EE,2024-06-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00573,PX21,V30T,3.0,6,154.5,304.1,461.2,3.046,FM-6.0,223,114.7,DE3AD7,2025-10-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00574,PX38,B18T,1.8,4,91.5,155.0,327.9,3.296,FM-9.8,148,106.2,39233D,2024-05-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00575,PX89,B18T,1.8,4,119.1,129.6,316.9,3.778,FM-3.7,171,113.8,0B208B,2025-08-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00576,PX42,B18T,1.8,4,117.2,143.7,306.5,3.977,FM-6.8,159,111.1,018251,2026-01-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00577,PX65,B20T,2.0,4,112.0,194.2,383.8,3.798,FM-7.5,202,113.3,0435D0,2025-12-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00578,PX45,B20T,2.0,4,170.1,201.7,383.4,3.175,FM-7.0,150,112.4,1F20CC,2024-06-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00579,PX76,B18T,1.8,4,175.9,162.6,303.6,4.082,FM-9.8,121,110.2,F80A72,2024-09-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00580,PX20,B18T,1.8,4,168.2,112.6,285.0,3.654,FM-5.2,124,113.4,DF3F24,2025-11-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00581,PX22,V50D,5.0,8,196.4,289.5,935.0,4.279,FM-10.6,234,118.9,64C356,2024-11-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00582,PX52,V35H,3.5,6,73.2,301.1,696.0,3.304,FM-11.4,93,111.0,5D0481,2026-03-25,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00583,PX79,V30T,3.0,6,125.2,269.7,507.3,3.217,FM-13.6,186,110.1,A50974,2024-05-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00584,PX77,V50D,5.0,8,245.5,315.0,676.8,3.778,FM-3.5,263,118.1,22255D,2026-03-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00585,PX67,V35H,3.5,6,105.3,328.5,754.8,3.796,FM-8.7,57,118.1,00F1B8,2024-04-23,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00586,PX22,V30T,3.0,6,117.3,324.2,625.7,3.504,FM-8.4,188,114.5,418938,2026-03-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00587,PX71,B18T,1.8,4,94.1,151.8,256.6,3.456,FM-9.0,179,106.5,AF9EED,2024-03-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00588,PX81,V35H,3.5,6,83.9,248.7,748.2,2.953,FM-11.6,75,110.5,786065,2024-03-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00589,PX29,V50D,5.0,8,173.3,287.5,886.3,4.004,FM-7.7,223,125.1,063BD3,2024-10-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00590,PX91,V50D,5.0,8,131.1,305.5,896.3,3.314,FM-7.0,279,118.4,D84351,2026-03-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00591,PX34,V30T,3.0,6,121.6,252.7,580.4,3.817,FM-11.1,194,113.7,7596C5,2025-08-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00592,PX63,V35H,3.5,6,125.9,335.8,632.9,2.973,FM-5.6,141,111.3,B78DBC,2025-05-06,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00593,PX90,B18T,1.8,4,178.5,155.9,325.0,3.549,FM-9.7,117,108.0,342E39,2026-05-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00594,PX47,V50D,5.0,8,243.2,421.0,888.3,3.685,FM-10.3,220,120.7,150FDB,2024-09-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00595,PX68,V35H,3.5,6,79.0,312.8,687.4,3.604,FM-12.3,85,115.5,40E047,2024-12-05,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00596,PX30,V30T,3.0,6,176.4,334.0,645.9,2.959,FM-9.4,207,117.8,23BF5B,2024-03-31,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00597,PX34,V35H,3.5,6,151.0,311.6,601.2,3.900,FM-4.0,163,113.8,57B310,2024-11-01,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00598,PX21,V50D,5.0,8,179.1,294.5,709.6,3.644,FM-12.4,216,115.5,DE7FC5,2026-07-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00599,PX28,V50D,5.0,8,197.8,274.6,701.6,4.135,FM-9.0,221,117.9,DEE443,2026-04-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00600,PX33,V50D,5.0,8,166.3,285.9,676.9,3.637,FM-3.7,223,121.9,DEF744,2024-01-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00601,PX37,V50D,5.0,8,206.9,292.3,923.5,4.137,FM-10.6,209,116.2,6636B6,2024-04-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00602,PX76,V50D,5.0,8,204.0,327.6,800.1,3.329,FM-4.6,275,116.3,815AE9,2024-09-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00603,PX69,B20T,2.0,4,168.1,162.3,391.8,3.282,FM-7.8,184,106.4,EDC7AD,2024-05-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00604,PX40,B20T,2.0,4,189.5,224.9,429.5,3.598,FM-12.5,147,107.6,46CEFA,2025-10-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00605,PX80,V35H,3.5,6,146.8,276.1,706.5,3.649,FM-5.7,120,117.6,300967,2025-12-08,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00606,PX80,B20T,2.0,4,107.8,224.1,309.5,3.969,FM-10.0,177,114.3,13FB9D,2025-09-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00607,PX23,V35H,3.5,6,102.1,260.0,659.2,4.031,FM-3.7,141,119.5,958101,2024-07-19,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00608,PX90,V50D,5.0,8,249.0,400.8,804.2,3.516,FM-11.7,212,120.3,016477,2024-12-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00609,PX61,B18T,1.8,4,121.1,163.7,308.8,4.077,FM-9.6,175,112.6,31D25D,2024-08-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00610,PX49,V30T,3.0,6,162.2,303.4,546.9,3.752,FM-8.2,194,116.2,DC4515,2025-07-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00611,PX73,V50D,5.0,8,254.0,329.8,821.3,3.744,FM-4.1,201,114.1,DED311,2025-06-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00612,PX86,B20T,2.0,4,201.9,160.5,419.6,3.798,FM-11.7,174,111.8,21C086,2025-06-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00613,PX80,V50D,5.0,8,202.5,288.5,936.5,3.453,FM-11.7,249,119.2,DA52B2,2025-12-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00614,PX24,B18T,1.8,4,97.2,146.5,240.6,4.082,FM-12.7,135,107.3,4906B8,2024-03-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00615,PX54,B18T,1.8,4,180.6,125.2,249.9,3.328,FM-6.0,154,106.5,19ABF9,2024-02-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00616,PX30,B18T,1.8,4,169.2,138.4,222.2,4.138,FM-7.4,168,113.5,ADF583,2024-10-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00617,PX90,V50D,5.0,8,197.7,416.4,844.0,3.757,FM-11.0,204,112.5,7EE6E2,2024-06-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00618,PX95,B20T,2.0,4,114.8,168.7,322.9,3.547,FM-8.4,189,108.5,293615,2024-12-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00619,PX49,B18T,1.8,4,139.1,128.9,307.2,3.466,FM-4.6,144,106.5,FCC9A7,2026-05-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00620,PX27,B20T,2.0,4,123.9,205.0,427.2,3.497,FM-4.6,173,110.5,12B371,2024-01-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00621,PX82,B20T,2.0,4,185.9,217.3,378.9,3.288,FM-8.6,133,112.7,ABEE67,2024-05-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00622,PX67,B18T,1.8,4,118.2,169.8,250.0,3.647,FM-9.4,127,112.3,874203,2025-04-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00623,PX23,V30T,3.0,6,208.4,324.8,507.2,3.548,FM-4.0,241,113.5,125F19,2025-11-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00624,PX72,B20T,2.0,4,159.5,213.4,359.6,3.989,FM-4.3,191,113.4,1EEF89,2025-08-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00625,PX70,B18T,1.8,4,155.2,108.0,249.3,3.919,FM-10.2,154,110.5,451B98,2024-08-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00626,PX53,B20T,2.0,4,206.6,136.0,373.7,3.524,FM-9.2,189,113.9,113FA5,2024-11-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00627,PX90,V30T,3.0,6,224.0,240.9,529.2,3.481,FM-9.4,180,118.4,DA7FFE,2025-10-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
